Question,SelectedOptionId,TC Category Code
Did you or your spouse have any distributions pertaining to a health savings account (HSA)?,No,NOT REQUIERED
"Did you or your spouse have any debts which you owed that were canceled or forgiven including foreclosures?  If so, provide 1099-C or other documentation.",N/A,NOT REQUIERED
"Did you or your spouse have any debts which you owed that were canceled or forgiven including foreclosures?  If so, provide 1099-C or other documentation.",No,NOT REQUIERED
"Did you or your spouse have any debts which you owed that were canceled or forgiven including foreclosures?  If so, provide 1099-C or other documentation.",Yes,TC.OTH
Did you or your spouse have any debts that have been cancelled or forgiven?,N/A,NOT REQUIERED
Did you or your spouse have any debts that have been cancelled or forgiven?,No,NOT REQUIERED
"Did you or your spouse have any debts canceled, forgiven or refinanced?",No,NOT REQUIERED
"Did you or your spouse have any debts canceled, forgiven or refinanced?",N/A,NOT REQUIERED
"Did you or your spouse have any debts canceled, forgiven or refinanced?",No,NOT REQUIERED
Did you or your spouse have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $1250?,N/A,NOT REQUIERED
Did you or your spouse have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $1250?,Yes,TC.KID
Did you or your spouse have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $1250?,No,NOT REQUIERED
Did you or your spouse have a Health Savings Account (HSA)?,N/A,NOT REQUIERED
Did you or your spouse have a Health Savings Account (HSA)?,Yes,TC.HSA
Did you or your spouse have a Health Savings Account (HSA)?,No,NOT REQUIERED
"Did you or your spouse exercise any stock options or sell, gift or donate any ESPP shares?  Please provide all Forms 1099-B, 3921, 3922, and stock plan transactions supplement report. ",Yes,TC.OTH
"Did you or your spouse exercise any stock options or sell, gift or donate any ESPP shares?  Please provide all Forms 1099-B, 3921, 3922, and stock plan transactions supplement report. ",No,NOT REQUIERED
"Did you or your spouse exercise any stock options or sell, gift or donate any ESPP shares?  Please provide all Forms 1099-B, 3921, 3922, and stock plan transactions supplement report. ",N/A,NOT REQUIERED
Did you or your spouse exercise any stock options during 2023?,No,NOT REQUIERED
Did you or your spouse exercise any stock options during 2023?,Yes,TC.OTH
Did you or your spouse exercise any stock options during 2023?,N/A,NOT REQUIERED
"Did you or your spouse engage in any put or call transactions or close any open short sales?   If yes, include the transaction details. ",N/A,NOT REQUIERED
"Did you or your spouse engage in any put or call transactions or close any open short sales?   If yes, include the transaction details. ",Yes,TC.OTH
"Did you or your spouse engage in any put or call transactions or close any open short sales?   If yes, include the transaction details. ",No,NOT REQUIERED
Did you or your spouse engage in any installments sales or receive payments on past-year installment sales?,N/A,NOT REQUIERED
Did you or your spouse engage in any installments sales or receive payments on past-year installment sales?,Yes,TC.OTH
Did you or your spouse engage in any installments sales or receive payments on past-year installment sales?,No,NOT REQUIERED
Did you or your spouse do any Roth Conversions?,Yes,TC.IRA
Did you or your spouse do any Roth Conversions?,No,NOT REQUIERED
Did you or your spouse do a ROTH IRA Conversion in 2023?,N/A,NOT REQUIERED
Did you or your spouse do a ROTH IRA Conversion in 2023?,No,NOT REQUIERED
Did you or your spouse do a ROTH IRA Conversion in 2023?,Yes,TC.IRA
Did you or your spouse do a Roth Conversion from a pre-tax IRA to a Roth?,Yes,TC.IRA
Did you or your spouse distribute any money out of an HSA?,No,NOT REQUIERED
Did you or your spouse distribute any money out of an HSA?,N/A,NOT REQUIERED
Did you or your spouse distribute any money out of an HSA?,Yes,TC.HSA
"Did you or your spouse convert part or all of your traditional, SEP, or SIMPLE IRA to a Roth IRA in 2023? If yes, please provide documentation.",No,NOT REQUIERED
"Did you or your spouse convert part or all of your traditional, SEP, or SIMPLE IRA to a Roth IRA in 2023? If yes, please provide documentation.",N/A,NOT REQUIERED
"Did you or your spouse convert part or all of your traditional, SEP, or SIMPLE IRA to a Roth IRA in 2023? If yes, please provide documentation.",Yes,TC.IRA
"Did you or your spouse convert any funds from a traditional IRA to a Roth IRA? If yes, provide a copy of each Form 1099-R and documentation to support the Roth conversion. ",No,NOT REQUIERED
"Did you or your spouse convert any funds from a traditional IRA to a Roth IRA? If yes, provide a copy of each Form 1099-R and documentation to support the Roth conversion. ",Yes,TC.IRA
"Did you or your spouse convert any funds from a traditional IRA to a Roth IRA? If yes, provide a copy of each Form 1099-R and documentation to support the Roth conversion. ",N/A,NOT REQUIERED
Did you or your spouse contribute to an IRA this year?,N/A,NOT REQUIERED
Did you or your spouse contribute to an IRA this year?,Yes,TC.IRC
Did you or your spouse contribute to an IRA this year?,No,NOT REQUIERED
Did you or your spouse contribute to an IRA or ROTH IRA?,No,NOT REQUIERED
Did you or your spouse contribute to an IRA or ROTH IRA?,Yes,TC.IRC
Did you or your spouse contribute to an IRA or ROTH IRA?,N/A,NOT REQUIERED
"Did you or your spouse contribute to an IRA during the year (or do you plan to make a contribution prior to April 15, 2024)?",No,NOT REQUIERED
"Did you or your spouse contribute to an IRA during the year (or do you plan to make a contribution prior to April 15, 2024)?",Yes,TC.IRC
Did you or your spouse contribute to a Roth IRA or convert an existing IRA into a ROTH?,No,NOT REQUIERED
Did you or your spouse contribute to a Roth IRA or convert an existing IRA into a ROTH?,Yes,TC.IRA
Did you or your spouse contribute to a Roth IRA or convert an existing IRA into a Roth IRA?,Yes,TC.IRC
Did you or your spouse contribute to a Roth IRA or convert an existing IRA into a Roth IRA?,No,NOT REQUIERED
Did you or your spouse contribute to a Roth IRA or convert an existing IRA into a Roth IRA?,N/A,NOT REQUIERED
"Did you or your spouse contribute to a retirement plan outside of an employer 401k/403b (SIMPLE, IRA, SEP, or any other retirement plan)?",Yes,TC.IRC
"Did you or your spouse contribute to a retirement plan outside of an employer 401k/403b (SIMPLE, IRA, SEP, or any other retirement plan)?",No,NOT REQUIERED
"Did you or your spouse contribute to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRC
"Did you or your spouse contribute to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse contribute to a retirement plan (401(k), IRA, Roth IRA, SEP, SIMPLE, defined benefit, or any other retirement plan) that is not reflected on any IRS forms?",Yes,TC.IRC
"Did you or your spouse contribute to a retirement plan (401(k), IRA, Roth IRA, SEP, SIMPLE, defined benefit, or any other retirement plan) that is not reflected on any IRS forms?",No,NOT REQUIERED
"Did you or your spouse contribute to a retirement plan (401(k), IRA, Roth IRA, SEP, SIMPLE, defined benefit, or any other retirement plan) that is not reflected on any IRS forms?",N/A,NOT REQUIERED
"Did you or your spouse complete a ""back-door Roth IRA"" transaction in or for 2023? If yes, please provide documentation.",Yes,TC.IRA
"Did you or your spouse complete a ""back-door Roth IRA"" transaction in or for 2023? If yes, please provide documentation.",N/A,NOT REQUIERED
"Did you or your spouse complete a ""back-door Roth IRA"" transaction in or for 2023? If yes, please provide documentation.",No,NOT REQUIERED
Did you or your spouse change your immigration status this year?,N/A,NOT REQUIERED
Did you or your spouse change your immigration status this year?,No,NOT REQUIERED
Did you or your spouse change your immigration status this year?,Yes,TC.OTH
Did you or your spouse change jobs this year?,No,NOT REQUIERED
Did you or your spouse change jobs this year?,N/A,NOT REQUIERED
Did you or your spouse change jobs this year?,Yes,TC.WAG
"Did you or your spouse acquire or sell an interest in a partnership, S corporation, or trust?",Yes,TC.SK1
"Did you or your spouse acquire or sell an interest in a partnership, S corporation, or trust?",No,NOT REQUIERED
Did you or your mortgagee receive mortgage assistance payments?,No,NOT REQUIERED
Did you or your mortgagee receive mortgage assistance payments?,N/A,NOT REQUIERED
Did you or y our spouse contribute to a Roth IRA or convert an existing IRA into a Roth IRA?,No,NOT REQUIERED
Did you or y our spouse contribute to a Roth IRA or convert an existing IRA into a Roth IRA?,Yes,TC.IRC
Did you or spouse pay for child care while you worked or looked for work or while being a full time student?,No,NOT REQUIERED
Did you or our spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,No,NOT REQUIERED
Did you or our spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,Yes,TC.Q99
Did you or our spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,N/A,NOT REQUIERED
Did you or our spouse contribute any amounts to a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,No,NOT REQUIERED
Did you or our spouse contribute any amounts to a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,N/A,NOT REQUIERED
Did you or our spouse contribute any amounts to a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,Yes,TC.SIN
Did you or a dependent receive an IRS Identity Protection PIN? ,No,NOT REQUIERED
Did you or a dependent receive an IRS Identity Protection PIN? ,N/A,NOT REQUIERED
Did you or a dependent receive an IRS Identity Protection PIN? ,Yes,TC.CPA
"Did you opt into the WISCONSIN PIN program? If so, please provide the PIN Letter. **You and your spouse might EACH receive a PIN - please provide BOTH if this is the case.",No,NOT REQUIERED
"Did you opt into the WISCONSIN PIN program? If so, please provide the PIN Letter. **You and your spouse might EACH receive a PIN - please provide BOTH if this is the case.",Yes,TC.OTH
"Did you opt into the WISCONSIN PIN program? If so, please provide the PIN Letter. **You and your spouse might EACH receive a PIN - please provide BOTH if this is the case.",N/A,NOT REQUIERED
Did you obtain a new driver's license or renew an existing one in 2023?   Please provide copies of the front and back of the document,Yes,TC.OTH
Did you obtain a new driver's license or renew an existing one in 2023?   Please provide copies of the front and back of the document,No,NOT REQUIERED
"Did you make payments to a pension or profit sharing plan this year or expect to make any payment next year? Note that we already have amounts contributed to BDO sponsored plans. If yes, please upload documentation.",No,NOT REQUIERED
"Did you make payments to a pension or profit sharing plan this year or expect to make any payment next year? Note that we already have amounts contributed to BDO sponsored plans. If yes, please upload documentation.",N/A,NOT REQUIERED
"Did you make payments to a pension or profit sharing plan this year or expect to make any payment next year? Note that we already have amounts contributed to BDO sponsored plans. If yes, please upload documentation.",Yes,TC.IRA
"Did you make payment to a retirement plan (IRA, SEP, SIMPLE or any other retirement plan) this year? If yes, please upload all Forms 5498 or other tax information.",N/A,NOT REQUIERED
"Did you make payment to a retirement plan (IRA, SEP, SIMPLE or any other retirement plan) this year? If yes, please upload all Forms 5498 or other tax information.",Yes,TC.IRC
"Did you make payment to a retirement plan (IRA, SEP, SIMPLE or any other retirement plan) this year? If yes, please upload all Forms 5498 or other tax information.",No,NOT REQUIERED
"Did you make improvements on a rental property? if so, please provide Contractors' Bid or invoice with breakdown of expenses",Yes,TC.OTH
Did you make energy efficient improvements to your main home this year?,No,NOT REQUIERED
Did you make energy efficient improvements to your main home this year?,Yes,TC.OTH
Did you make energy efficient improvements to your main home this year?,N/A,NOT REQUIERED
"Did you make contributions to the Kansas Learning Quest program, the Missouri 529 Education Plan (MOST) or any other educational savings plan? If yes, please provide the amount contributed for each beneficiary in 2023. For the MOST program, please send us a statement that shows the contribution(s), as we are required to attach it to your Missouri return.",No,NOT REQUIERED
"Did you make any withdrawals from an IRA, Roth, myRA, Keogh, SIMPLE, SEP, 401(k) or other qualified retirement plan?",N/A,NOT REQUIERED
"Did you make any withdrawals from an IRA, Roth, myRA, Keogh, SIMPLE, SEP, 401(k) or other qualified retirement plan?",Yes,TC.IRA
"Did you make any withdrawals from an IRA, Roth, myRA, Keogh, SIMPLE, SEP, 401(k) or other qualified retirement plan?",No,NOT REQUIERED
Did you make any withdrawals from an education savings or 529 Plan account?,No,NOT REQUIERED
Did you make any withdrawals from an education savings or 529 Plan account?,Yes,TC.Q99
Did you make any withdrawals from an education savings or 529 Plan account?,N/A,NOT REQUIERED
"Did you make any residential energy-efficient purchases or improvements involving solar, wind, geothermal or fuel cell energy sources for your car or home? If yes, upload any related certifications.",Yes,TC.OTH
"Did you make any residential energy-efficient purchases or improvements involving solar, wind, geothermal or fuel cell energy sources for your car or home? If yes, upload any related certifications.",N/A,NOT REQUIERED
"Did you make any residential energy-efficient purchases or improvements involving solar, wind, geothermal or fuel cell energy sources for your car or home? If yes, upload any related certifications.",No,NOT REQUIERED
Did you make any Qualified Charitable Distributions (QCDs) from one or more Retirement accounts? ,Yes,TC.OTH
Did you make any Qualified Charitable Distributions (QCDs) from one or more Retirement accounts? ,No,NOT REQUIERED
Did you make any Qualified Charitable Distributions (QCDs) from one or more Retirement accounts? ,N/A,NOT REQUIERED
"Did you make any qualified charitable distributions (QCD) during the year? If yes, please upload documentation reflecting the distribution.",Yes,TC.OTH
"Did you make any qualified charitable distributions (QCD) during the year? If yes, please upload documentation reflecting the distribution.",No,NOT REQUIERED
"Did you make any qualified charitable distributions (QCD) during the year? If yes, please upload documentation reflecting the distribution.",N/A,NOT REQUIERED
"Did you make any purchases or improvements for an energy-efficient vehicle or home? If yes, please attach a copy of the purchase invoices.",No,NOT REQUIERED
Did you make any purchases or improvements for an energy-efficient vehicle or home?,Yes,TC.OTH
Did you make any purchases or improvements for an energy-efficient vehicle or home?,N/A,NOT REQUIERED
Did you make any purchases or improvements for an energy-efficient vehicle or home?,No,NOT REQUIERED
Did you make any out of state purchases and didn't pay a sales tax in your resident state?,No,NOT REQUIERED
Did you make any out of state purchases and didn't pay a sales tax in your resident state?,Yes,TC.SIN
Did you make any out of state purchases and didn't pay a sales tax in your resident state?,N/A,NOT REQUIERED
Did you make any IRA or Roth contributions to an  account NOT managed by True Wealth?,Yes,TC.IRC
Did you make any distributions/withdrawals from a Health Savings Account (HSA) last year?,N/A,NOT REQUIERED
Did you make any distributions/withdrawals from a Health Savings Account (HSA) last year?,Yes,TC.HSA
Did you make any distributions/withdrawals from a Health Savings Account (HSA) last year?,No,NOT REQUIERED
Did you make any distributions from an HSA?,Yes,TC.HSA
Did you make any distributions from an HSA?,No,NOT REQUIERED
"Did you make any contributions, rollovers, or withdrawals to or from an education savings or 529 Plan account?",N/A,NOT REQUIERED
"Did you make any contributions, rollovers, or withdrawals to or from an education savings or 529 Plan account?",No,NOT REQUIERED
"Did you make any contributions, rollovers, or withdrawals to or from an education savings or 529 Plan account?",Yes,TC.Q99
"Did you make any contributions to an IRA, Roth, Keogh, SIMPLE, SEP, or Solo 401(k) outside of payroll deductions?",Yes,TC.OAD
"Did you make any contributions to an IRA, Roth, Keogh, SIMPLE, SEP, or Solo 401(k) outside of payroll deductions?",No,NOT REQUIERED
"Did you make any contributions to an education savings or 529 Plan account? If so, please upload your year-end statement reflecting the amount contributed and fair market value of the account as of 12/31/23.",N/A,NOT REQUIERED
"Did you make any contributions to an education savings or 529 Plan account? If so, please upload your year-end statement reflecting the amount contributed and fair market value of the account as of 12/31/23.",Yes,TC.OTH
"Did you make any contributions to an education savings or 529 Plan account? If so, please upload your year-end statement reflecting the amount contributed and fair market value of the account as of 12/31/23.",No,NOT REQUIERED
Did you make any contributions to an education savings or 529 plan account?,N/A,NOT REQUIERED
Did you make any contributions to an education savings or 529 Plan account?,N/A,NOT REQUIERED
Did you make any contributions to an education savings or 529 Plan account?,Yes,TC.OTH
Did you make any contributions to an education savings or 529 Plan account?,No,NOT REQUIERED
Did you make any contributions to an education savings or 529 plan account?,No,NOT REQUIERED
Did you make any contributions to an education savings or 529 plan account?,Yes,TC.SIN
"Did you make any contributions to an ABLE (Achieving a Better Life Experience) account? If yes, attach any Form(s) 5498-QA you received.",No,NOT REQUIERED
"Did you make any contributions to an ABLE (Achieving a Better Life Experience) account? If yes, attach any Form(s) 5498-QA you received.",N/A,NOT REQUIERED
Did you make any contributions to an ABLE (Achieving a Better Life Experience) account? ,N/A,NOT REQUIERED
Did you make any contributions to an ABLE (Achieving a Better Life Experience) account? ,No,NOT REQUIERED
Did you make any contributions to a Donor Advised Fund during the year?,N/A,NOT REQUIERED
Did you make any contributions to a Donor Advised Fund during the year?,No,NOT REQUIERED
Did you make any contributions to a Donor Advised Fund during the year?,Yes,TC.OTH
Did you make any contributions to a 529 Account in 2023? ,Yes,TC.SIN
Did you make any contributions to a 529 Account in 2023? ,No,NOT REQUIERED
Did you make any contributions to a 529 Account in 2023? ,N/A,NOT REQUIERED
"Did you make a contribution to, or receive a distribution from,  a retirement plan (401(k), IRA, SEP, SIMPLE, Qualified Plan, etc. for 2023?   If you want to make a contribution for 2023,  it must be made before 4/15/2024.",Yes,TC.IRA
"Did you make a contribution to, or receive a distribution from,  a retirement plan (401(k), IRA, SEP, SIMPLE, Qualified Plan, etc. for 2023?   If you want to make a contribution for 2023,  it must be made before 4/15/2024.",No,NOT REQUIERED
Did you make a contribution to an ABLE savings account?,No,NOT REQUIERED
Did you make a charitable contribution to an IN Scholarship Granting Organization or IN College?,No,NOT REQUIERED
Did you make a charitable contribution to an IN Scholarship Granting Organization or IN College?,Yes,TC.SIN
Did you lend money with the understanding of repayment and this year it became totally uncollectable?,No,NOT REQUIERED
Did you lend money with the understanding of repayment and this year it became totally uncollectable?,Yes,TC.OTH
"Did you invest in a partnership or an S-Corp? If so, please provide K-1s",Yes,TC.SK1
"Did you invest in a partnership or an S-Corp? If so, please provide K-1s",No,NOT REQUIERED
"Did you invest in a *NEW* business or limited partnership that will generate a K1 that was not on your prior year return? (""Yes"" answer will generate a document request for a new K1.)",Yes,TC.SK1
"Did you invest in a *NEW* business or limited partnership that will generate a K1 not on your prior-year return? (""Yes"" answer will generate a document request for a new K1.)",N/A,NOT REQUIERED
"Did you invest in a *NEW* business or limited partnership that will generate a K1 not on your prior-year return? (""Yes"" answer will generate a document request for a new K1.)",Yes,TC.SK1
"Did you invest in a *NEW* business or limited partnership that will generate a K1 not on your prior-year return? (""Yes"" answer will generate a document request for a new K1.)",No,NOT REQUIERED
"Did you install solar panels on your primary residence or any other home you use for personal purposes (e.g., vacation homes) during the year?",Yes,TC.OTH
"Did you install solar panels on your primary residence or any other home you use for personal purposes (e.g., vacation homes) during the year?",No,NOT REQUIERED
"Did you incur unreimbursed moving expenses? Only applicable for residents moving to the following states: Arkansas, California, Hawaii, Massachusetts, New Jersey, New York and Pennsylvania. ",N/A,NOT REQUIERED
"Did you incur unreimbursed moving expenses? Only applicable for residents moving to the following states: Arkansas, California, Hawaii, Massachusetts, New Jersey, New York and Pennsylvania. ",Yes,TC.MOV
"Did you incur unreimbursed moving expenses? Only applicable for residents moving to the following states: Arkansas, California, Hawaii, Massachusetts, New Jersey, New York and Pennsylvania. ",No,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation. (Please note that if the move was not military service related, the expenses may only be deductible on your state return. Your move must have met both a distance and time test.)",No,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation. (Please note that if the move was not military service related, the expenses may only be deductible on your state return. Your move must have met both a distance and time test.)",Yes,TC.MOV
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation. (Please note that if the move was not military service related, the expenses may only be deductible on your state return. Your move must have met both a distance and time test.)",N/A,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation. (Please note that if the move was not military service related, the expenses may only be deductible on your state return. Your move had to meet both a distance and time test.)",Yes,TC.MOV
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation. (Only for military moves from 2018 through 2025.)",No,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation. (Only for military moves from 2018 through 2025.)",Yes,TC.MOV
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation. (Only for military moves from 2018 through 2025.)",N/A,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",Yes,TC.MOV
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",N/A,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",No,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation, move date, and new address.",Yes,TC.MOV
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation, move date, and new address.",No,NOT REQUIERED
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation, move date, and new address.",N/A,NOT REQUIERED
"Did you incur moving expenses? If yes, a request to upload documentation of the expenses will appear in the ""Documents"" section of TaxCaddy.",No,NOT REQUIERED
"Did you incur moving expenses? If yes and related to military service, please upload documentation of the expenses incurred related to the relocation.",Yes,TC.MOV
Did you incur moving expenses? ,No,NOT REQUIERED
Did you incur moving expenses? ,N/A,NOT REQUIERED
Did you incur moving expenses? ,Yes,TC.MOV
"Did you incur moving expenses related to military service? If yes, please upload documentation of the expenses incurred related to the relocation.",No,NOT REQUIERED
"Did you incur moving expenses related to military service? If yes, please upload documentation of the expenses incurred related to the relocation.",N/A,NOT REQUIERED
"Did you incur moving expenses for a move that was job or military related? If yes, please upload documentation of the expenses incurred related to the relocation.",Yes,TC.MOV
"Did you incur moving expenses as an active duty member of the Armed Forces due to a permanent change of station? If yes, please upload documentation of the expenses incurred related to the relocation.",N/A,NOT REQUIERED
"Did you incur moving expenses as an active duty member of the Armed Forces due to a permanent change of station? If yes, please upload documentation of the expenses incurred related to the relocation.",No,NOT REQUIERED
Did you incur moving costs because of a permanent change of station as a member of the Armed Forces on active duty?,No,NOT REQUIERED
Did you incur moving costs because of a permanent change of station as a member of the Armed Forces on active duty?,N/A,NOT REQUIERED
Did you incur any child care expenses for a dependent who was under age 13 that enabled you to work?,Yes,TC.CDC
Did you incur any child care expenses for a dependent who was under age 13 that enabled you to work?,No,NOT REQUIERED
Did you incur any child care expenses for a dependent who was under age 13 that enabled you to work?,N/A,NOT REQUIERED
Did you have W-2 wages during the year?,No,NOT REQUIERED
Did you have W-2 wages during the year?,Yes,TC.WAG
"Did you have qualifying health care coverage for your family? ""Your family"" for health care coverage refers to you, your spouse if filing jointly, and anyone you can claim as a dependent. Qualifying health care can be employer-sponsored coverage, individually purchased coverage, or government-sponsored coverage (i.e. Medicare/Medicaid). ",Yes,TC.95B
"Did you have qualifying health care coverage for your family? ""Your family"" for health care coverage refers to you, your spouse if filing jointly, and anyone you can claim as a dependent. Qualifying health care can be employer-sponsored coverage, individually purchased coverage, or government-sponsored coverage (i.e. Medicare/Medicaid). ",N/A,NOT REQUIERED
"Did you have qualifying health care coverage for your family? ""Your family"" for health care coverage refers to you, your spouse if filing jointly, and anyone you can claim as a dependent. Qualifying health care can be employer-sponsored coverage, individually purchased coverage, or government-sponsored coverage (i.e. Medicare/Medicaid). ",No,NOT REQUIERED
Did you have medical expenses paid from your Health Savings Account,No,NOT REQUIERED
Did you have medical expenses paid from your Health Savings Account,N/A,NOT REQUIERED
Did you have medical expenses paid from your Health Savings Account,Yes,TC.HSA
"Did you have childcare expenses?  If yes, please upload the childcare statement from each provider that shows the amount paid, address, name, and ID number of the provider. Indicate the amount paid per child if it is not listed on the statement.",No,NOT REQUIERED
"Did you have childcare expenses?  If yes, please upload the childcare statement from each provider that shows the amount paid, address, name, and ID number of the provider. Indicate the amount paid per child if it is not listed on the statement.",Yes,TC.CDC
"Did you have childcare expenses?  If yes, please upload the childcare statement from each provider that shows the amount paid, address, name, and ID number of the provider. Indicate the amount paid per child if it is not listed on the statement.",N/A,NOT REQUIERED
Did you have childcare expenses in 2023?,No,NOT REQUIERED
Did you have childcare expenses in 2023?,N/A,NOT REQUIERED
Did you have childcare expenses in 2023?,Yes,TC.CDC
"Did you have any sales, trades and disposals of Fixed Assets?",Yes,TC.OTH
"Did you have any sales, trades and disposals of Fixed Assets?",No,NOT REQUIERED
"Did you have any new sources of income this year, such as nonemployee compensation, rental income, unemployment, prizes/lottery winnings/gambling winnings, and/or disability?",Yes,TC.OTH
"Did you have any foreign income or pay any foreign taxes during the year, directly or indirectly, such as from investment accounts, partnerships or a foreign employer?",No,NOT REQUIERED
"Did you have any foreign income or pay any foreign taxes during the year, directly or indirectly, such as from investment accounts, partnerships or a foreign employer?",Yes,TC.WAG
Did you have any distributions from your Health Savings Account (HSA)?,N/A,NOT REQUIERED
Did you have any distributions from your Health Savings Account (HSA)?,No,NOT REQUIERED
Did you have any distributions from your Health Savings Account (HSA)?,Yes,TC.HSA
Did you have any debts cancelled or forgiven? If YES Upload Loan Documents or Credit Card Statements AND 1099-C ,No,NOT REQUIERED
Did you have any debts cancelled or forgiven? If YES Upload Loan Documents or Credit Card Statements AND 1099-C ,Yes,TC.OTH
Did you have any debts cancelled or forgiven? If YES Upload Loan Documents or Credit Card Statements AND 1099-C ,N/A,NOT REQUIERED
"Did you have any debts canceled or forgiven this year, such as a home mortgage or student loan(s)?",N/A,NOT REQUIERED
"Did you have any debts canceled or forgiven this year, such as a home mortgage or student loan(s)?",Yes,TC.OTH
"Did you have any debts canceled or forgiven this year, such as a home mortgage or student loan(s)?",No,NOT REQUIERED
"Did you have any children under age 19 or a full-time student under age 24 at the end of 2023 that received interest income, dividend income or investment income?  If yes, please upload documents reporting this type of income earned in 2023.",Yes,TC.KID
"Did you have any children under age 19 or a full-time student under age 24 at the end of 2023 that received interest income, dividend income or investment income?  If yes, please upload documents reporting this type of income earned in 2023.",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income of more than $2,200?",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income of more than $2,200?",Yes,TC.KID
Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2500?,Yes,TC.KID
Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2500?,No,NOT REQUIERED
Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2500?,N/A,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2,500?",N/A,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2,500?",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2,500?",Yes,TC.KID
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $1,250?",N/A,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $1,250?",Yes,TC.KID
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $1,250?",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, capital gains) in excess of $2,500?",Yes,TC.KID
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, capital gains) in excess of $2,500?",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, capital gains)  in excess of $2,300?   If yes, child's income may be subject to ""Kiddie Tax.""  Please upload support for the child's income in the ""Document Request List.""  ",Yes,TC.KID
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, capital gains)  in excess of $2,300?   If yes, child's income may be subject to ""Kiddie Tax.""  Please upload support for the child's income in the ""Document Request List.""  ",N/A,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, capital gains)  in excess of $2,300?   If yes, child's income may be subject to ""Kiddie Tax.""  Please upload support for the child's income in the ""Document Request List.""  ",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, and other investment income) in excess of $2,500?",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, and other investment income) in excess of $2,500?",Yes,TC.KID
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, and other investment income) in excess of $2,500?",N/A,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned (investment: interest, dividend, capital gains) income in excess of $1250?",No,NOT REQUIERED
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned (investment: interest, dividend, capital gains) income in excess of $1250?",N/A,NOT REQUIERED
