CPAQuestions,AnswerText,SelectedOptionId,OptionText,FormCategoryId,FirmId,Category Name,FormTypeID
Did you or your spouse make any gifts or contributions to any one entity or individual?,NULL,2,No,1886,2561,Other Tax Payments,0
Did you or your spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,NULL,3,N/A,1833,1488,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
Did you incur moving expenses?,NULL,1,Yes,1841,1913,IRS/State Notices,0
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,NULL,2,No,1838,2561,Electric Vehicle (Manufacturer's certification and bill of sale),0
Did you or your spouse pay any student loan interest this year?,NULL,3,N/A,1845,2530,Unemployment (1099-G),0
Did you start a business during 2023?,NULL,1,Yes,1850,2476,1098-T (Education),0
Did you pay real estate or personal property taxes?,NULL,3,N/A,1883,2511,1099-G Unemployment Compensation,0
"If you are due refunds, would you like them electronically deposited to your bank account?",NULL,1,Yes,3297,2627,0,0
Did you file a tax return in your country of residency?,NULL,1,Yes,3154,2571,Purchase Agreement/Contract/Receipts,0
Did you sell your primary residence during the year?,NULL,1,Yes,1836,2631,"Cyrpto Transaction(s) Detail  (Form 8949, Excel spreadsheet of transactions,  Schedule D)",0
Did you make any cash donations?,NULL,2,No,1886,1886,Other Tax Payments,0
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1313,2561,Other Interest Expenses,0
Did you receive any income considered to be nonemployee compensation?,NULL,1,Yes,1857,1870,Estimated Payment Supporting Documents,0
Did you make any contributions to an education savings or 529 Plan account?,NULL,2,No,3028,2581,Form 5498-ESA,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,2643,IRS/State Notices,0
"DEPENDENTS: Do you have any dependents with unearned income (such as interest, dividends or other portfolio income) greater than $2,500 in 2023?  If, so please upload the supporting documents.",NULL,2,No,1834,377,"New Income Source (W2, 1099, K1)",0
Did you purchase an electric vehicle?,NULL,1,Yes,3044,1458,IP PIN Letter from IRS,0
Did you or your spouse refinance your mortgage or home equity line OR take out a new mortgage or home equity line in 2023 AND your mortgages total MORE than $750k?,NULL,2,No,1875,1906,Home Purchase Disclosure,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,2,No,1841,2500,IRS/State Notices,0
"If Yes, did you obtain healthcare coverage through the Marketplace?",NULL,1,Yes,1859,214,Business auto usage,0
"Did you or your spouse sell, exchange, or purchase any real estate? ",NULL,1,Yes,1837,776,529/Coverdell Year End Statement ,0
"Do you own a foreign bank or trust account that had a balance that exceeded $10,000 at any time last year? (If yes, please provide the bank statement(s) for each relevant account(s) that contains the highest balance for the year.)",NULL,1,Yes,1314,2289,Foreign Financial Assets,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,3,N/A,1851,1536,Foreign Bank Account,0
Did you receive any income as an independent contractor?,NULL,1,Yes,952,2571,Upload Canadian Tax Slips,20411
Did you contribute to a 529 Plan? ,NULL,1,Yes,1854,1886,1099-G,0
Did you or your spouse receive any Miscellaneous Income? ,NULL,2,No,1255,2529,Child Care Expenses,25238
Did you or your spouse make cash or non-cash charitable contributions?,NULL,2,No,1886,2509,Other Tax Payments,0
"OTHER PROPERTIES OWNED: Did you SELL any real estate in 2023, including your primary/secondary residence or other properties owned? If so, please upload copies of closing statements (e.g. HUD/ALTA) from 1) the original purchase and 2) from this sale. ",NULL,1,Yes,3194,377,0,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,2,No,1851,2702,Foreign Bank Account,0
"Did you, your spouse, or your dependents attend a post-secondary school during the year, or plan to attend one in the coming year?",NULL,2,No,1864,931,PPP Loan Details,0
Do you have business activity that is reported on your personal return (1040 Schedule C)?,NULL,1,Yes,1850,1408,1098-T (Education),0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,279,Loan Closing Statement,0
Did you make any distributions from an HSA?,NULL,1,Yes,1844,274,Rental Income & Expenses (Per Property),0
Did you make estimated tax payments for the current year?,NULL,2,No,1888,2511,Clean Vehicle Statement from the dealer,0
Do you own your home? ,NULL,3,N/A,1875,2561,Home Purchase Disclosure,0
"Do you own a foreign bank account that exceeded $10,000 at any point during the tax year, which requires filing an FBAR (Report of Foreign Bank and Financial Accounts) with the Financial Crimes Enforcement Network (FinCEN)?",NULL,3,N/A,1893,1678,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
Did you obtain healthcare coverage through the Marketplace?  (Note:  This does not include Medicare),NULL,2,No,1859,1574,Business auto usage,0
"Did you refinance any mortgages during the year including your primary residence and/or any rental properties?   If yes, please provide the closing statement in addition to all Forms 1098.",NULL,1,Yes,1875,2088,Home Purchase Disclosure,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,2416,Loan Closing Statement,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2402,Unemployment (1099-G),0
Did you or your spouse take out a home equity loan this year?,NULL,2,No,1837,2511,529/Coverdell Year End Statement ,0
Did you receive interest or dividends from any bank or brokerage account(s)?,NULL,1,Yes,1849,1870,Estimated Tax Payments,0
Did your spouse work for an employer this year?,NULL,3,N/A,1848,1570,Voided Check,0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1851,2283,Foreign Bank Account,0
Did you or your spouse pay any student loan interest this year?,NULL,3,N/A,1845,2059,Unemployment (1099-G),0
Did you or your spouse receive unemployment compensation?,NULL,3,N/A,1831,441,Contracts,0
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income (interest, dividends, capital gains)  in excess of $2,300?   If yes, child's income may be subject to ""Kiddie Tax.""  Please upload support for the child's income in the ""Document Request List.""  ",NULL,1,Yes,1834,725,"New Income Source (W2, 1099, K1)",0
Did you or your spouse contribute to an HSA?,NULL,2,No,1839,2315,Large Retail Purchase (Bill of Sale),0
Did you purchase or sell your primary residence?,NULL,2,No,1837,507,529/Coverdell Year End Statement ,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,2,No,1841,2167,IRS/State Notices,0
Did you make any contributions to a Health Savings Account (HSA) or Archer MSA?,NULL,2,No,1839,1315,Large Retail Purchase (Bill of Sale),0
"Did you receive Form 1099-S for the sale of your home? If so, please upload a copy. ",NULL,2,No,3203,377,0,0
Did you purchase or sell your primary residence?,NULL,2,No,1837,1928,529/Coverdell Year End Statement ,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,2,No,1837,2530,529/Coverdell Year End Statement ,0
Did you or your spouse pay any student loan interest this year?,NULL,3,N/A,1845,1164,Unemployment (1099-G),0
Please provide documentation stating how much you paid for child care including the EIN number of the provider.,NULL,1,Yes,1863,2530,Unreimbursed Business Expenses,0
"Did you purchase or sell your primary or secondary residence? If yes, please provide the closing statement and 1099-S if received.",NULL,1,Yes,2965,2330,Stock Sales Supplement Form From Institution (RSU/ISO/ESPP),0
"Did the aggregate value of all foreign financial accounts exceed $10,000 at any time during the calendar year?",NULL,2,No,1889,1732,529 Contribution Documentation,0
Did you obtain Marketplace health insurance coverage through a state exchange (not through an employer)?,NULL,1,Yes,1859,2585,Business auto usage,0
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",NULL,3,N/A,1893,1815,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
Did you make any state estimated tax payments for tax year 2023 (N/A for full year Washington residents)?,NULL,2,No,1895,1570,Loan Closing Statement,0
Did you have solar panels installed to your home?,NULL,2,No,3176,1458,Payroll Reports,0
Was your coverage through the Marketplace?,NULL,1,Yes,1859,1164,Business auto usage,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2542,Loan Closing Statement,0
Has your or your spouse's driver license been renewed or updated within the last year?,NULL,1,Yes,3482,2585,0,0
"LOANS: Did you/spouse loan money or receive a loan for an interest rate less than the market rate of interest?  If so, upload documentation with details.",NULL,2,No,3207,377,0,0
Did you or your spouse contribute to or receive distributions from a Health Savings Account (HSA)?,NULL,2,No,1839,2583,Large Retail Purchase (Bill of Sale),0
Did you make any charitable contributions to non-profit organizations?,NULL,2,No,1893,1678,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",NULL,3,N/A,1863,2364,Unreimbursed Business Expenses,0
Did you pay any individual $2600 or more in household employee wages?,NULL,1,Yes,1858,2330,Crypto,0
HOME MORTGAGE: Did you/spouse refinance a mortgage during 2023?,NULL,1,Yes,3195,377,0,0
"Did you sell, exchange, or purchase any other real estate during the year? (If yes, please provided the closing statement)",NULL,2,No,1837,1721,529/Coverdell Year End Statement ,0
Did you purchase any other real estate during the year?,NULL,1,Yes,1837,1717,529/Coverdell Year End Statement ,0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,3,N/A,1851,2708,Foreign Bank Account,0
Did you or your spouse incur any vehicle registration fees based on the value of the vehicle?,NULL,2,No,1884,2509,Federal Tax Payments,0
"TAX NOTICES: During 2023, did you receive any tax notices (NOT Form 1099-Gs which documents prior year refunds)?  Please upload copies if they were not already provided to POF.",NULL,2,No,2961,377,EV Charger,0
Did you file a Sec. 83(b) election?,NULL,2,No,1854,484,1099-G,0
Did you utilize any portion of your home for business use?,NULL,1,Yes,1870,2509,Taxpayer's Driver License,0
"Were the gifts to a 529 plan? If so, mark Yes and provide that information on the POF Specific Questions fillable organizer page template. If gifts other than 529 contributions were made, please mark No and add a message about this so we can provide you with a fillable template to complete. ",NULL,1,Yes,3204,377,0,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,2,No,1893,1815,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
"Did you or your spouse make any gifts, including birthday, holiday, anniversary, graduation, education savings, etc.  with a total (aggregate) value in excess of $17,000 to any individual during the year?",NULL,3,N/A,1854,2509,1099-G,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,2500,IRS/State Notices,0
"Did you or your spouse install any alternative energy equipment in your residence such as solar water heaters, solar electricity equipment (photovoltaic) or fuel cells?",NULL,1,Yes,1862,2509,Closing Statement,0
Did you acquire or dispose of any stock during the year?,NULL,3,N/A,1849,1870,Estimated Tax Payments,0
"Did you or your spouse pay any individual $2,600 or more in household employee wages?",NULL,3,N/A,1858,1281,Crypto,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2672,Loan Closing Statement,0
Did you or your spouse own any foreign financial assets?,NULL,3,N/A,1890,1574,ABLE Account 1099QA / 5498-QA,0
"Did you sell, exchange, or purchase any other real estate during the year? If yes, please upload a copy of the closing statement from the sale of property. ",NULL,3,N/A,1837,1058,529/Coverdell Year End Statement ,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,1,Yes,1851,2315,Foreign Bank Account,0
Did you utilize any portion of your home for business use?,NULL,2,No,1870,1224,Taxpayer's Driver License,0
Did you make any contributions to a Health savings account (HSA) or Archer MSA?,NULL,1,Yes,1839,2484,Large Retail Purchase (Bill of Sale),0
"If you have a spouse, do they have a state issued driver license or ID? This is required for ID verification when it comes time to e-file your tax return.",NULL,1,Yes,3002,1570,Sch H Estimate Payments,0
Did you or your spouse receive any foreign income or pay any foreign taxes? (Including distributions from a foreign trust),NULL,2,No,1865,2530,Documents for dependent or other person,0
Did you place any new assets in service or dispose of any existing assets for this entity in 2023? If so please post a message so we can provide you with a fillable template to complete. ,NULL,1,Yes,3206,377,0,0
Was the insurance provided from Covered California or other government marketplace?,NULL,2,No,1859,2635,Business auto usage,0
"Did you, your spouse, or any dependent have health insurance through the Marketplace?",NULL,2,No,1859,2205,Business auto usage,0
Did you pay any quarterly estimated taxes (not including any paycheck withholdings or payments initiated by Pivotal) for the past tax year? ,NULL,2,No,3286,2598,0,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2428,Unemployment (1099-G),0
This year we will be assisting our clients with forms 5500 for the solo401Ks that require filing (typically that's when the account reaches $250K in balance). Do you have a Individual or Solo401K plan?,NULL,1,Yes,3213,2306,0,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2605,Loan Closing Statement,0
"Were the gifts to a 529 plan? If so, mark Yes and provide that information on the POF Specific Questions fillable organizer page template. If gifts other than 529 contributions were made, please mark No and add a message about this so we can provide you with a fillable template to complete. ",NULL,2,No,3204,377,0,0
Did you or your spouse pay for child care while you or your spouse worked or looked for work?,NULL,1,Yes,1863,2088,Unreimbursed Business Expenses,0
Did you or your spouse receive any foreign income or pay any foreign taxes?,NULL,1,Yes,1865,2420,Documents for dependent or other person,0
Did you receive any Social Security benefits for the first time this year?,NULL,2,No,1830,2502,1099-G (Unemployment),0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,1,Yes,681,2571,1099-R (Retirement),20371
Did your marital status change? ,NULL,2,No,1854,25,1099-G,0
Did you pay for or receive long-term care for yourself or your family?,NULL,3,N/A,1893,1815,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
Please provide Settlement document,NULL,1,Yes,1837,2522,529/Coverdell Year End Statement ,0
Was a portion of your home used exclusively for your business (home office)?,NULL,1,Yes,1870,2585,Taxpayer's Driver License,0
Did you make donations of non-cash items to charitable organizations?,NULL,1,Yes,1886,1281,Other Tax Payments,0
"Did you, your spouse, or any dependent receive healthcare coverage this year? If yes, please upload all Forms 1095-B and 1095-C received.",NULL,3,N/A,1860,2085,Home office,0
"Did you purchase or sell your primary residence during the year? If yes, please provide a closing statement.",NULL,3,N/A,1868,663,1099-K (3rd Party Payment Processor),0
"If you purchased your Healthcare coverage through the Healthcare Marketplace, we will not be able to file without Form 1095-A.  Please provide. Otherwise, select N/A for this question.",NULL,1,Yes,1859,2059,Business auto usage,0
Did you incur any medical expenses during the year?,NULL,2,No,1881,2552,Form 3921 - Exercise of Incentive Stock Options,0
Did you or your spouse make charitable contributions to a registered 501(c)(3) this year?,NULL,1,Yes,1886,2530,Other Tax Payments,0
"Did you make any large retail purchases (cars, boats, etc.)?",NULL,2,No,1888,2502,Clean Vehicle Statement from the dealer,0
"Do you or your spouse have a foreign bank account that exceeded the value of $10,000 during the calendar year? (This can be direct or indirect ownership)",NULL,2,No,1889,1721,529 Contribution Documentation,0
Did you or your spouse have any transactions pertaining to a health savings account (HSA)?,NULL,1,Yes,1844,441,Rental Income & Expenses (Per Property),0
Were you or your spouse notified or audited by the IRS or a State taxing agency?,NULL,2,No,1853,507,1099-C,0
"Did you utilize any portion of your home for business use?  If yes, please provide square footage of office, total square footage of home, and summary of expenses.",NULL,1,Yes,1870,1934,Taxpayer's Driver License,0
Did you pay mortgage Interest?,NULL,1,Yes,1882,2511,1099-K - Payment Card and Third Party Network Transactions,0
Did you or your spouse have any transactions pertaining to a health savings account (HSA) or a medical savings account (MSA)?,NULL,3,N/A,1844,1913,Rental Income & Expenses (Per Property),0
Did you make any energy-efficient real estate improvements? ,NULL,2,No,2962,2011,Solar Panel Invoice,0
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?  If yes, please provide detailed information and any tax forms received. ",NULL,3,N/A,1833,2500,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
"If applicable, did you or your spouse receive unemployment compensation?",NULL,3,N/A,1831,758,Contracts,0
"UNEMPLOYMENT COMPENSATION: Did you/spouse receive unemployment compensation in 2023? If so, upload corresponding Form 1099-G. ",NULL,3,N/A,3196,377,0,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,1,Yes,1841,2672,IRS/State Notices,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2167,Loan Closing Statement,0
"Are your total mortgages on your first and/or second residence greater than $750,000?",NULL,2,No,1882,1913,1099-K - Payment Card and Third Party Network Transactions,0
"Did you or your spouse contribute property (other than cash) with a fair market value of more than $5,000 to a charitable organization? Provide the appraisal of the property contributed. An appraisal is not required for contributions of publicly traded securities or contributions of non-publicly traded stock of $10,000 or less.",NULL,2,No,1887,2274,State and Local Notices,0
"Did you or your spouse purchase a new alternative technology vehicle, including a qualified plug-in electric drive motor vehicle?  Please provide a copy of the purchase agreement.",NULL,2,No,1862,34,Closing Statement,0
"Did you have financial interest in or signature authority over a financial account such as a bank account, securities account, or brokerage account located in a foreign country?",NULL,3,N/A,1889,2432,529 Contribution Documentation,0
Did you pay any quarterly estimated taxes (not including any paycheck withholdings or payments initiated by Pivotal) for the past tax year? ,NULL,3,N/A,3286,2598,0,0
"Did you or your spouse receive any other income? (stipends, fess, jury duty, prizes, awards, hobby income etc.)  If yes, please include details.  Note that all worldwide income is taxable unless specifically excluded by law.",NULL,1,Yes,1854,2509,1099-G,0
Did you receive a Form 1099-S from the sale of your primary residence?,NULL,2,No,1837,484,529/Coverdell Year End Statement ,0
"Did you purchase a new or previously owned Clean vehicle this year that is eligible for the new clean vehicle credit?  If yes, provide the vehicle statement from the dealer.",NULL,2,No,1862,1974,Closing Statement,0
"If applicable, did any dependents under age 19 (or under age 24 if full-time students) have unearned income of more than $1,250 last year? (Unearned income is any income other than wages, tips, and other payments received for services (for example, interest, dividends, capital gains, etc.) ",NULL,1,Yes,1257,2289,Medical Expenses,20399
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)?",NULL,2,No,1854,2066,1099-G,0
"Did you purchase, sell, or refinance your principal home or second home, or did you take a home equity loan? If yes, please provide copies of the settlement statements.",NULL,2,No,1837,651,529/Coverdell Year End Statement ,0
"Did you or your spouse refinance your primary residence? If yes, please upload the closing statement.",NULL,3,N/A,1837,702,529/Coverdell Year End Statement ,0
"Did you or your spouse take out a home equity loan this year?  If yes, please upload the Form 1098.",NULL,3,N/A,1875,702,Home Purchase Disclosure,0
Did you pay any individual household employee wages? An example would be a nanny. ,NULL,3,N/A,1858,2306,Crypto,0
Did you or your spouse take a distribution from a qualified college savings plan? ,NULL,2,No,1256,2529,Tax Payments,252550
Please provide additional information and any W-2s or 1099s you received.,NULL,1,Yes,1848,2399,Voided Check,0
"Did you, your spouse, or any dependent receive the healthcare coverage through ACA Marketplace (e.g. Covered California)?",NULL,2,No,1859,1389,Business auto usage,0
Itemized Deductions - Did you have any significant medical or dental expenses in 2023?,NULL,3,N/A,1881,2295,Form 3921 - Exercise of Incentive Stock Options,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,2,No,1260,2011,Non-Cash Contributions,20433
"If you own rental properties, do you maintain separate books/records for EACH rental activity? Please provide these records. (If you have questions in this area, please contact us) ",NULL,2,No,1852,1906,Form 8332,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,1732,Loan Closing Statement,0
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,1726,Unemployment (1099-G),0
Did you refinance your primary residence?,NULL,2,No,1875,1717,Home Purchase Disclosure,0
Did you or your spouse receive any distributions from a health savings account (HSA) during the year?,NULL,1,Yes,1844,1075,Rental Income & Expenses (Per Property),0
"Did you, your spouse, or a dependent incur any tuition expenses that are required to attend a college, university, or vocational school? If so, please provide a detailed list of your expenditures and a copy of the 1098-T form from the university.",NULL,1,Yes,1864,1888,PPP Loan Details,0
"Did you engage in any of the following in crypto activities in 2023: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",NULL,1,Yes,1854,2690,1099-G,0
"If applicable, did any dependents under age 19 (or under age 24 if full-time students) have unearned income of more than $1,250 last year? (Unearned income is any income other than wages, tips, and other payments received for services (for example, interest, dividends, capital gains, etc.) ",NULL,1,Yes,1257,2289,Medical Expenses,20399
"Did you or your spouse receive an Identity Theft Protection PIN (IP PIN) from the IRS? (If so, please provide CP01A Notice)",NULL,1,Yes,1853,1721,1099-C,0
Other Credits - Did you or your spouse purchase healthcare coverage through the marketplace? (Example: Insurance purchased through MNsure),NULL,3,N/A,1859,2295,Business auto usage,0
"Did you make payment to a retirement plan (IRA, SEP, SIMPLE or any other retirement plan) this year? If yes, please upload all Forms 5498 or other tax information.",NULL,2,No,1838,702,Electric Vehicle (Manufacturer's certification and bill of sale),0
"Did you have any foreign income or pay any foreign taxes during the year, directly or indirectly, such as from investment accounts, partnerships or a foreign employer?",No,2,No,1246,38,Schedule K-1s,23692
Did you pay for or receive long-term care for yourself or your family?,NULL,2,No,1881,2386,Form 3921 - Exercise of Incentive Stock Options,0
"Did you or your spouse take a distribution from an IRA, Pension, Retirement Plan, or Life Insurance Policy?",NULL,1,Yes,1249,2529,Settlement Statements,203910
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,2708,Unemployment (1099-G),0
"Did you use funds from a qualified education account, or qualified tuition program?",NULL,3,N/A,1833,1099,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
Did you or your spouse donate any cash contributions to a qualifying charity?,NULL,1,Yes,1886,2585,Other Tax Payments,0
Did you or your spouse receive any Miscellaneous Income? ,NULL,2,No,1255,2529,Child Care Expenses,25238
"Did you make payments to a pension or profit sharing plan this year or expect to make any payment next year? Note that we already have amounts contributed to BDO sponsored plans. If yes, please upload documentation.",NULL,1,Yes,1851,702,Foreign Bank Account,0
"Did you make any cash or noncash charitable contributions (clothes, furniture, etc.)?",NULL,2,No,1886,2388,Other Tax Payments,0
Did you or your spouse have distributions from an HSA during the year?,NULL,2,No,1844,2131,Rental Income & Expenses (Per Property),0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,1,Yes,1260,2011,Non-Cash Contributions,20433
"Did you or your spouse make any large retail purchases (cars, boats, etc.)?  If yes and you anticipate itemizing deductions, please provide the amount of sales tax paid on those items.",NULL,3,N/A,1884,2131,Federal Tax Payments,0
"Did you or your spouse make any large retail purchases (cars, boats, etc.)?",NULL,1,Yes,1837,2530,529/Coverdell Year End Statement ,0
Did you or your spouse utilize any portion of your home for business use?,NULL,2,No,1870,1389,Taxpayer's Driver License,0
Did you or your spouse make charitable contributions to a registered 501(c)(3) this year?,NULL,1,Yes,1886,2530,Other Tax Payments,0
"Did you or your spouse receive distributions from a new retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1851,2420,Foreign Bank Account,0
"Did you have any foreign bank accounts with value over $10,000 at any point this tax year? If so, please provide bank account information (Bank Name, Account Number, Address) and highest balance in the account during the year.",NULL,3,N/A,1873,2059,Spouse's Driver License,0
Did you purchase your primary residence?,NULL,2,No,1837,214,529/Coverdell Year End Statement ,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,1,Yes,1837,1870,529/Coverdell Year End Statement ,0
"If you have a health savings account (HSA), did you take any distributions?",NULL,1,Yes,1844,2585,Rental Income & Expenses (Per Property),0
"Did you have any new educational expenses during the year on behalf of yourself, your spouse, or a dependent? Provide copies of Form(s) 1098-T if tuition and fees were paid to a post-secondary school, and the total of expenses paid for tuition, fees, and other qualified expenses.",NULL,1,Yes,1864,2631,PPP Loan Details,0
"Did you sell products or services on a marketplace like eBay, Paypal, Ticketmaster, Venmo, CashApp, or another marketplace that processed the payments greater than $5,000? If so, please provide the 1099-K received. If this is not provided, it could result in additional processing fees, IRS penalties, and  delays.",NULL,2,No,3009,1570,Exercised Stock Option Information,0
"Did you start a business or farm, purchase rental or royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",NULL,2,No,1850,2635,1098-T (Education),0
"Did you pay estimated taxes? If yes, please upload documentation of the estimated tax payments (federal and state) including withholding from any real estate sale proceeds.",NULL,2,No,1895,2509,Loan Closing Statement,0
"Did you acquire a new interest in a partnership, S corporation, or trust?",NULL,3,N/A,1892,2502,Settlement Statement (HUD) ,0
Did you enroll for lower cost Marketplace Coverage through healthcare.gov under the Affordable Care Act. ,NULL,2,No,1859,1732,Business auto usage,0
"Did you make any purchases or improvements for an energy-efficient vehicle or home?  If so, please upload the receipt. ",NULL,2,No,1862,2059,Closing Statement,0
Did you or your spouse receive a distribution from an HSA?,NULL,2,No,1844,2496,Rental Income & Expenses (Per Property),0
"Report of Foreign Bank and Financial Accounts - FBAR, did you own, control or have signature authority over Foreign Bank and financial accounts with a combined value of $10,000? ",NULL,1,Yes,1889,1659,529 Contribution Documentation,0
Did you purchase or sell your primary residence?,NULL,1,Yes,1837,653,529/Coverdell Year End Statement ,0
Did you exercise any stock options (ISO or NonQuals) this year?,NULL,1,Yes,3008,1570,Closing Statement - Refinance,0
Did you or your spouse receive any foreign income or pay any foreign taxes?,NULL,1,Yes,1866,2009,Identity Protection PIN (IP PIN) Letter,0
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,NULL,1,Yes,1851,1815,Foreign Bank Account,0
Did you or your spouse pay estimated taxes for the tax year?,NULL,1,Yes,1895,2205,Loan Closing Statement,0
"Did you have significant medical expenses in 2023?  Only amounts greater than 7.5% of Adjusted Gross Income are deductible, and only if the filer itemizes on schedule A.",NULL,1,Yes,1881,348,Form 3921 - Exercise of Incentive Stock Options,0
Did you refinance your primary or secondary residence or take out a home equity loan?,NULL,2,No,1260,2011,Non-Cash Contributions,20433
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,1441,IRS/State Notices,0
"Do you own an interest in a partnership, multiple member LLC, or S-Corporation?",NULL,2,No,1892,2131,Settlement Statement (HUD) ,0
Did you or your mortgagee receive mortgage assistance payments?,NULL,3,N/A,1875,1299,Home Purchase Disclosure,0
Did you have any distributions from your Health Savings Account (HSA)?,NULL,2,No,1844,2645,Rental Income & Expenses (Per Property),0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,1,Yes,1851,2283,Foreign Bank Account,0
Did you make any cash charitable contributions in 2023?,NULL,2,No,1886,1472,Other Tax Payments,0
Did you dispose of any stock during the year?,NULL,2,No,1849,1315,Estimated Tax Payments,0
Did you or your spouse make a withdrawal from an HSA?,NULL,2,No,1844,2315,Rental Income & Expenses (Per Property),0
Did you or your spouse make charitable contributions to a registered 501(c)(3) this year?,NULL,1,Yes,1886,2530,Other Tax Payments,0
Did you or your spouse receive distributions from or create/grant/transfer money or property to a foreign trust?,NULL,2,No,1865,2509,Documents for dependent or other person,0
"Did you or your spouse pay any individual $2,600 or more in household employee wages?",NULL,1,Yes,1858,2131,Crypto,0
"Did you receive, or pay, any alimony during the year?",NULL,3,N/A,1842,1395,IRS Identity Protection Personal Identification (IP PIN - Notice CP01A),0
"STOCK OPTIONS: Did you/spouse exercise any stock options during 2023?  If so, upload copies of documentation and details (grant date, vesting date, exercise date, grant price, exercise prices, option type, etc.)",NULL,2,No,3197,377,0,0
Did you or your spouse make a contribution to a Traditional IRA for 2023?,NULL,1,Yes,1838,1570,Electric Vehicle (Manufacturer's certification and bill of sale),0
