CPAQuestions,SelectedOptionId,FormCategoryId,Category Name
"Did you or your spouse have any debts canceled, forgiven or refinanced?",2,0,Not Required
"Did you, your spouse, or any dependent receive healthcare coverage this year from employer-provided health coverage?",1,1860,Home office
Did you purchase or sell your primary residence?,2,0,Not Required
"Did your spouse convert a traditional IRA to a Roth IRA during the year? If yes, please upload all Forms 1099-R related to the conversion and Forms 5498 for all IRA accounts (regular and Roth IRA).",1,1851,Foreign Bank Account
"Did you, your spouse, or your dependents attend a post-secondary school during the year?",1,1864,PPP Loan Details
"Did you or your spouse have any eBay or Facebook Marketplace sales (or something like this, like selling concert tickets)?",2,0,Not Required
"Did you or your spouse install any energy efficiency improvements or energy property in your residence such as exterior doors or windows, insulation, heat pumps, furnaces, central air conditioners, or water heaters? (If so, please provide sales receipt.)",1,1862,Closing Statement
Did you or your spouse make a qualified charitable distribution directly from an IRA?,2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
Did you make any contributions to a Health savings account (HSA) or Archer MSA?,1,1839,Large Retail Purchase (Bill of Sale)
"Did you, your spouse, or any dependent receive the healthcare coverage through ACA Marketplace (e.g. Covered California)?",1,1859,Business auto usage
Did you receive any non-ministerial business income that will be reported on Schedule C?,2,0,Not Required
"Did you own any assets abroad in 2023? If so, please provide detail in the document section. ",2,0,Not Required
Question 1,3,0,Not Required
Did you pay estimated taxes for tax year 2023? ,2,0,Not Required
Did you enroll for lower cost Marketplace Coverage through healthcare.gov under the Affordable Care Act (the healthcare exchange)?,2,0,Not Required
"Did you or your spouse pay any student loan interest this year? If yes, please upload the 1098-E.",2,0,Not Required
Did you refinance your primary residence?,2,0,Not Required
"Did you or your spouse incur unreimbursed/after-tax costs for medical, dental, or long-term care insurance?",1,1881,Form 3921 - Exercise of Incentive Stock Options
Are any of the dependents you are claiming attending college?,3,0,Not Required
"Did you or your spouse have any transactions pertaining to a health savings account (HSA) during 2023?  If you received a distribution from an HSA, please include Form 1099-SA. If you or your spouse contributed to an HSA account, provide Form(s) 5498-SA.",2,0,Not Required
"Did you receive any distributions from a Health savings account (HSA), Archer MSA, or Medicare Advantage MSA this year?",2,0,Not Required
Have you already provided our firm with your prior year tax return?,2,0,Not Required
"Is 2023 the first year of attendance or are there any new attendance(s) that began after 2022? If yes, please provide documentation provided by the school or institution that details tuition, scholarships or other expenses)",3,0,Not Required
Did you or your spouse pay interest on a home equity line of credit this year?,2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
Was your coverage through the Marketplace?,1,1859,Business auto usage
Mortgage Interest - Do you have a mortgage a personal residence or other property?,1,1875,Home Purchase Disclosure
"If you have a health savings account (HSA), did you take any distributions?",1,1844,Rental Income & Expenses (Per Property)
Did you or your spouse pay any individual $2600 or more in household employee wages?,3,0,Not Required
"Did you or your spouse receive deferred, retirement, or severance compensation or a lump-sum payment from a pension, profit sharing or 401(k) plan?",3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",2,0,Not Required
Did you make any purchases or improvements for an energy-efficient vehicle or home?,2,0,Not Required
"Did you receive a refund on your prior year personal state tax return? If so, please log into your state portal and provide 1099-G.",1,1831,Contracts
"Did you or your spouse incur unreimbursed/after-tax costs for medical, dental, or long-term care insurance?",1,1881,Form 3921 - Exercise of Incentive Stock Options
"Is this your first time receiving a statement from this crypto exchange?  If yes, a request to upload the statement(s) will appear in the ""Documents"" section of TaxCaddy.",2,0,Not Required
Did you make any contributions to or withdrawals from a 529 Plan account in the year?,2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",3,0,Not Required
Did you refinance any residence or investment property during 2023?,2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",1,1837,529/Coverdell Year End Statement 
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
"Did you or your spouse pay any individual $2,600 or more in household employee wages?",3,0,Not Required
"Did you or your spouse receive any Tax-Exempt Interest , Taxable Interest, Dividends from Stocks or Mutual Funds?",1,1247,1099-MISC (Misc. Income)
VT Residents: Have you provided us with a copy of your 2023 Property Tax Bill?,3,0,Not Required
Did you or your spouse contribute to an IRA or ROTH IRA?,2,0,Not Required
Did you incur interest expenses associated with any investment accounts you held?,1,1849,Estimated Tax Payments
"Did you make any noncash donations to charitable organizations such as clothing, household items or marketable securities?",3,0,Not Required
"Did you or your spouse make any large retail purchases (cars, boats, etc.)?  If yes and you anticipate itemizing deductions, please provide the amount of sales tax paid on those items.",2,0,Not Required
Did you or your spouse change jobs this year?,3,0,Not Required
"Aside from qualified 503c charitable donations, did you or your spouse make any personal gifts or contributions to any one entity or individual over 17k? ",1,1854,1099-G
"Did you or your dependents have qualified expenses for post-secondary education, including tuition related expenses?  ",2,0,Not Required
"CRYPTOCURRENCY: Did you/spouse buy, sell, or exchange any cryptocurrencies in 2023? This includes trading any derivative contracts for those currencies and exchanging them for any goods or services.",2,0,Not Required
Did you or your spouse make any charitable cash donations?,2,0,Not Required
Did you or your spouse make any charitable cash donations?,1,1886,Other Tax Payments
Did you pay for long-term care for yourself or your family?,3,0,Not Required
Was 2023 the first year the property placed in service?,2,0,Not Required
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
Did you make any contributions to an education savings or 529 Plan account?,3,0,Not Required
"Please provide bank name, account number, routing number and type of account (i.e. checking, savings, etc.).  ",1,1854,1099-G
"Did you or your spouse receive any Tax-Exempt Interest , Taxable Interest, Dividends from Stocks or Mutual Funds?",1,1247,1099-MISC (Misc. Income)
"Did you pay federal or state estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Do you own a foreign bank account that exceeded $10,000 at any point during the tax year, which requires filing an FBAR (Report of Foreign Bank and Financial Accounts) with the Financial Crimes Enforcement Network (FinCEN)?",2,0,Not Required
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,3,0,Not Required
"Did you start a business or farm, purchase rental or royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",1,1892,Settlement Statement (HUD) 
"Did you, your spouse or a dependent pay any tuition or fees to a post-secondary institution?",2,0,Not Required
"Did you or your spouse START receiving payments from a retirement account -- 401k, 403b, IRA, SEP, SIMPLE, etc, -- last year? Answer ""No"" if you started earlier. (""Yes"" answer generates a ""1099-R document Request.)",1,1851,Foreign Bank Account
Did you purchase a rental or royalty property?,2,0,Not Required
Could you please provide your settlement statements? ,1,1837,529/Coverdell Year End Statement 
"Did you make payments to a pension or profit sharing plan this year or expect to make any payment next year? Note that we already have amounts contributed to BDO sponsored plans. If yes, please upload documentation.",1,1851,Foreign Bank Account
Did you refinance any real estate in 2023?,2,0,Not Required
"On property sold, did you receive installment payments?",2,0,Not Required
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
"Did you purchase or sell your primary residence? If yes, a request to upload the documents of the purchase or sale will appear in the ""Documents"" section of TaxCaddy.",1,1837,529/Coverdell Year End Statement 
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",3,0,Not Required
"Did you take any distributions from an HSA in 2023?  (Unless you tell us otherwise, all distributions will be assumed to have been used for qualified medical expenses.)",3,0,Not Required
Other Deductions - Did you or your spouse pay any student loan interest this year?,3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Did you or your spouse attend classes or a trade school?,1,1288,1095-B (Health Coverage)
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
Did you utilize any portion of your home for business use unrelated to your BDO income? ,3,0,Not Required
Was the insurance provided from Covered California or other government marketplace?,3,0,Not Required
Did you purchase rental or royalty property during the year?,2,0,Not Required
Did you donate a vehicle or boat last year?,1,2719,Electric Vehicle Purchase Contract
"If Ohio resident, did you donate to a qualified scholarship granting organization (SGO)?",2,0,Not Required
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",3,0,Not Required
Question 2,3,0,Not Required
"Did you, your spouse, or your dependents incur any post-secondary education expenses, such as tuition?",3,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",2,0,Not Required
Did the IRS issue you or your spouse an IP PIN (Identity Protection PIN)?,1,3165,SCHEDULE K-1: You indicated that you will receive a new K-1 from an investment and that Pivotal does not prepare this tax return. Please upload the Schedule K-1 here.
"Did you make any purchases or improvements for an energy-efficient vehicle or home?  If so, please upload the receipt. ",3,0,Not Required
Did you or your spouse pay any student loan interest this year?,3,0,Not Required
Did you make any purchases or improvements for an energy-efficient vehicle or home?,1,1862,Closing Statement
"UNEMPLOYMENT COMPENSATION: Did you/spouse receive unemployment compensation in 2023? If so, upload corresponding Form 1099-G. ",2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you purchase or sell your primary residence? If yes, a request to upload the documents of the purchase or sale will appear in the ""Documents"" section of TaxCaddy.",2,0,Not Required
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)?",2,0,Not Required
Did you make any charitable donations?  (Other than QCD's paid directly from your IRA) ,2,0,Not Required
"Did you, your spouse, or your dependents attend a post-secondary school during the year?",1,1864,PPP Loan Details
Did you receive any notifications or were you audited by the IRS or a State taxing agency?,3,0,Not Required
Did you receive a Form 3922 (Transfer of Stock Acquired Through an Employee Stock Purchase Plan)?,2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Please provide us with a copy of your vehicle or home improvement invoice showing the equipment that may be eligible for a tax credit.,1,1862,Closing Statement
Did you make any cash contributions during the year?,1,1886,Other Tax Payments
"Did you use your HSA (i.e., pay for medical expenses) or take any distributions from your HSA last year? ",1,1267,Other Gains and Losses
Was a portion of your home used exclusively for your business (home office)?,2,0,Not Required
Was this the first year you took a distribution from a Health Savings Account (HSA)?,2,0,Not Required
"Were you or your spouse notified or audited by the IRS or a State taxing agency? If yes, please upload all pages of any correspondence received by the taxing authorities and indicate whether the issue has been resolved. ",1,1853,1099-C
"Did you, your spouse or a dependent pay any tuition or fees to a post-secondary institution?",1,719,1098-T (Education Credits)
"Did you engage in any of the following in crypto activities in 2023: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",3,0,Not Required
"Did you pay out-of-pocket medical expenses (Co-pays, prescriptions, premiums, etc.)? If yes, attach a summary of those expenses.",1,1881,Form 3921 - Exercise of Incentive Stock Options
"Did you or your spouse incur any casualty, damage, or theft losses?",3,0,Not Required
Did you sell RSUs or ISOs?,1,3178,Retirement
Were you or your spouse notified or audited by the IRS or a State taxing agency?,1,1853,1099-C
Did you or your spouse retire or change jobs?,1,881,Sch. E (Rents and Royalties)
"Did you have financial interest in or signature authority over a financial account such as a bank account, securities account, or brokerage account located in a foreign country?",2,0,Not Required
"Did you or your spouse incur any casualty, damage, or theft losses?",3,0,Not Required
"Did you or your spouse convert part or all of your traditional, SEP, or SIMPLE IRA to a Roth IRA in 2023? If yes, please provide documentation.",1,1851,Foreign Bank Account
Did you or your spouse make any gifts to any one entity or individual?,3,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",1,1260,Non-Cash Contributions
Did you purchase or sell your primary residence?,2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of all estimated tax payments.",2,0,Not Required
"Did you or your spouse acquire an interest in a farm during the year?   If so, please provide a summary of farm income/expenses.",3,0,Not Required
Were you employed in 2023 and expect to receive a W2 from your employer?,3,0,Not Required
"DEPENDENTS: Did you/spouse or your qualifying dependent(s) take distributions from a qualified education plan (i.e. 529 plan) in 2023? If so, upload Form 1099-Q.",3,0,Not Required
Did you refinance your primary residence?,2,0,Not Required
Did you or your spouse contribute to a Roth IRA or convert an existing IRA into a Roth IRA?,2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",3,0,Not Required
"Do you own or do you have signing authority on foreign bank accounts, or investment accounts with a combined balance of over $10,000?",1,948,1099 NEC (Nonemployee Compensation)
Include Form(s) 1099-Q,1,1833,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) 
"Did you purchase or sell your primary or secondary residence? If yes, please provide the closing statement and 1099-S if received.",2,0,Not Required
Did you donate a vehicle or boat during the year?,2,0,Not Required
Did you pay any mortgage interest on an existing home loan? ,1,1875,Home Purchase Disclosure
Did you or your spouse change jobs this year?,2,0,Not Required
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)?",1,1854,1099-G
Did you or your spouse take out a home equity loan this year?,2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",3,0,Not Required
Did you make any major improvements/repairs on any rental properties? ,1,1852,Form 8332
Did you or your spouse make any gifts or contributions to any one entity or individual?,3,0,Not Required
Did you make any cash donations?,3,0,Not Required
Did you or your spouse receive self-employment income in excess of $400?,1,1850,1098-T (Education)
Did you or your spouse distribute any money out of an HSA?,2,0,Not Required
"Did your spouse receive deferred, retirement, or severance compensation? If yes, please upload all Forms 1099-R or other documentation of amount or payor details.",2,0,Not Required
"Did you make any cash or noncash charitable contributions (clothes, furniture, etc.)?",2,0,Not Required
Did you or your spouse buy or sell stocks or mutual funds? ,2,0,Not Required
Did you refinance your primary residence?,2,0,Not Required
Did you receive any disability income during the year?,1,1830,1099-G (Unemployment)
Did you sell any stocks or investments?,1,679,1099s (Banks and Brokerages)
"Did you or your spouse purchase a new alternative technology vehicle, including a qualified plug-in electric drive motor vehicle?  Please provide a copy of the purchase agreement.",1,1862,Closing Statement
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",2,0,Not Required
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",3,0,Not Required
Did you or your spouse take out a home equity loan this year?,2,0,Not Required
"Did you make separate federal estimated tax payments for this activity? If so, upload a summary of the payments made.",2,0,Not Required
Did you utilize any portion of your home for business use (not related to W2 income)?,3,0,Not Required
Were you or your spouse notified of any changes or audited by the IRS or other taxing authority regarding prior year returns?,1,1853,1099-C
"Did you make any qualified charitable distributions (QCD) during the year? If yes, please upload documentation reflecting the distribution.",2,0,Not Required
Did you or your spouse make any withdrawals from an education savings or 529 Plan account?,2,0,Not Required
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,3,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation or a list of the estimated tax payments.",1,1895,Loan Closing Statement
Did you or your spouse sell stocks?,1,1849,Estimated Tax Payments
"Did you make any purchases or improvements for an energy-efficient home? Please provide details, if so.",2,0,Not Required
Did you utilize any portion of your home for business use?,2,0,Not Required
"RETIREMENT INCOME: Did you/spouse receive a corrective distribution from a deferred compensation plan such as a 401(k) plan? If so, upload corresponding Form 1099-R.",3,0,Not Required
Did you or your spouse have any debt canceled or forgiven last year? ,1,2714,Real Estate Sale
Did you utilize any portions of your home for business use?,2,0,Not Required
"Did you receive any ministerial income from outside of your employment (speaking, book or music royalties, etc) that will be reported on Schedule C?  ",1,1850,1098-T (Education)
Please provide a copy of the Schedule H or employee W-2 and payroll and unemployment tax information.,1,1858,Crypto
Many State Governments require Driver License information for security purposes when tax returns are filed.   Please copy or photo the front and back of your current license (spouse as  well) and upload for our return files. ,1,1854,1099-G
"Did you, your spouse, or any dependent receive healthcare coverage this year from employer-provided health coverage?",1,1860,Home office
"Did you have any debts canceled or forgiven this year, such as a home mortgage or student loan(s)?",2,0,Not Required
Did you make any withdrawals from an education savings or 529 Plan account?,1,1833,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) 
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",3,0,Not Required
"If Yes, are there any new accounts you have not provided us information for from prior years",2,0,Not Required
Were you (and/or your spouse) issued an Identity Protection PIN (IP PIN) by the IRS?,1,1891,Adoption Expenses
"Did you, your spouse, or any dependent(s) receive healthcare coverage this year through Marketplace?",2,0,Not Required
"Did you pay Federal, state or city estimated taxes for tax year 2023? If yes, please indicate dates and amounts paid for each estimated tax payments.",1,1895,Loan Closing Statement
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program? If so, please provide all 1099-Q forms received with additional confirmation of all college expenditures.",2,0,Not Required
Do you own your home? ,2,0,Not Required
Did you place in service a new rental property during the year?,1,1852,Form 8332
Did you or your spouse receive unemployment compensation? ,1,3166,529 Plan Contribution Documents
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,3,0,Not Required
Did you receive interest or dividend income from non-U.S. sources,1,1865,Documents for dependent or other person
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",2,0,Not Required
Did you utilize any portion of your home for business use?,1,1840,Vehicle/Boat Donation (1098-C)
"Did you make separate federal estimated tax payments for this activity? If so, upload a summary of the payments made.",2,0,Not Required
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)? Please state all applicable methods.",1,1835,Cancelled/Forgiven Debt (1099-C)
Test DRL question,1,1831,Contracts
"If applicable, did you or your spouse receive unemployment compensation?",1,1832,1099-G (Unemployment Income)
"Did you make separate federal estimated tax payments for this activity? If so, upload a summary of the payments made.",1,3190,0
"Did you or your spouse install any energy efficiency improvement or energy property in your residence such as exterior doors or windows, insulation, heat pumps, furnaces, central air conditioners, or water heaters?",1,1862,Closing Statement
"Did you, your spouse, or a dependent incur any tuition expenses that are required to attend a college, university, or vocational school? If so, please provide a detailed list of your expenditures and a copy of the 1098-T form from the university.",1,1864,PPP Loan Details
"Did you or your spouse pay for child care for the first time while you worked, looked for work, or were a full-time student?",2,0,Not Required
"Did you or your spouse sell, exchange, or purchase any other real estate during the year?",2,0,Not Required
Did you or your spouse make charitable contributions to a registered 501(c)(3) this year?,3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Did you or your spouse  pay any student loan interest for yourselves or a dependent?,1,1845,Unemployment (1099-G)
Are you or your wife receiving social security?,3,0,Not Required
"Did you or your spouse make any gifts (other than qualified charitable contributions captured above) to any one entity or individual?  If yes, please upload a listing of amounts and recipients.  We will review and advise whether a gift tax return is required.",1,1840,Vehicle/Boat Donation (1098-C)
Did you add any energy efficient home improvements?,2,0,Not Required
Did you or your spouse contribute to a Roth IRA or convert an existing IRA into a Roth IRA?,2,0,Not Required
"Medical Expenses - Did you receive any distributions from a health savings account (HSA), Archer MSA, or Medicare Advantage (MSA) this year?",3,0,Not Required
"If you are divorced or separated, do you have children in joint custody that you might be claiming as dependents? If so, please provide form 8332 signed by your ex spouse.",2,0,Not Required
Did you or your spouse perform any work outside of the U.S. or pay any foreign taxes?,1,1866,Identity Protection PIN (IP PIN) Letter
"Did you or your spouse receive any foreign income or pay any foreign taxes?  If yes, please upload a copy of all consolidated 1099 or provide amounts of foreign income and taxes paid. ",1,1866,Identity Protection PIN (IP PIN) Letter
Did you or your spouse have any transactions pertains to a health savings account (HSA) or medical savings account (MSA)?,3,0,Not Required
Are any of your dependents required to file a tax return?,2,0,Not Required
"Did you use your HSA (i.e., pay for medical expenses) or take any distributions from your HSA last year? ",1,1267,Other Gains and Losses
"Did you make any purchases for an energy-efficient vehicle or home for which you'd like to claim a tax credit? (""Yes"" answer generates an ""Other Credits"" document request.)",3,0,Not Required
Did you or your spouse receive any distributions from long-term care insurance contracts?,3,0,Not Required
Did you make any cash donations?,2,0,Not Required
Were any estimated tax payments made for 2023?,1,1895,Loan Closing Statement
Were you or your spouse notified or audited by the IRS or a State taxing agency?,2,0,Not Required
"Is 2023 the first year of attendance or are there any new attendance(s) that began after 2022? If yes, please provide documentation provided by the school or institution that details tuition, scholarships or other expenses)",2,0,Not Required
"Did you or your spouse make any cash donations to qualified 501(c)(3) charitable organizations? If yes, provide the name of the organization and the dollar amount of the donations.",3,0,Not Required
"Did you receive any distributions from a Health savings account (HSA), Archer MSA, or Medicare Advantage MSA this year?",1,1844,Rental Income & Expenses (Per Property)
"If you answered yes to the previous foreign bank account question, at any time during the year did the balance exceed $10,000 (even if it was only for one day)?",1,1889,529 Contribution Documentation
Investment Income - Did you acquire a new or additional interest in a partnership or S Corporation?  This could include a publicly traded partnership through your brokerage account.,2,0,Not Required
"Please provide evidence such as a receipt from the donee organization, a canceled check, or record of payment, to substantiate all contributions made.",1,1886,Other Tax Payments
"Did you purchase a vehicle that may qualify for the New, Previoulsy Owned and Qualified Commercial Clean Vehicle Credit? If yes, please submit purchase contract - this is a special document from the dealer called ""seller report,"" ""time of sale report,"" or similar. Note that vehicles purchased from a private party do not qualify",1,1916,1099-G (Unemployment Compensation)
"Did you, your spouse, or a dependent incur any tuition expenses that were required to attend a college, university, or vocational school? If yes, please upload all Form 1098-T reporting forms.",2,0,Not Required
Please include closing statements,1,1837,529/Coverdell Year End Statement 
"Did you make any estimated payments?  If so, provide date paid, amount, payee",1,1289,1095-C (Employer-Provided Health Coverage)
"Did you or your spouse engage in any of the following in crypto activities in 2023: (A) Sold cryptocurrency (or NFTs), or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",3,0,Not Required
Did you foreclose or abandon a primary residence or real property?,3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Did you purchase or sell your primary residence?,1,1837,529/Coverdell Year End Statement 
"Did you sell, exchange, or purchase any other real estate during the year?",1,1837,529/Coverdell Year End Statement 
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
How much did you contribute in 2023?  If you received a distribution please upload the 1099Q.,3,0,Not Required
"Did you have any foreign bank accounts with value over $10,000 at any point this tax year? If so, please provide bank account information (Bank Name, Account Number, Address) and highest balance in the account during the year.",2,0,Not Required
Did you or your spouse make any gifts or contributions to any one entity or individual?,2,0,Not Required
Was your coverage through the Marketplace?,3,0,Not Required
"Did you or your spouse receive retirement income (pensions, annuities, 401k/IRA distributions, etc.)?",2,0,Not Required
Did you make any Oregon local estimated tax payments?,2,0,Not Required
"Did you or your spouse make contributions to a new retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",3,0,Not Required
Did you make any energy-efficient real estate improvements? ,2,0,Not Required
"Did you or your spouse pay any individual $2600 or more in household employee wages through a payroll processing service such as care.com? If yes, please provide a copy of your Schedule H and any federal tax payments remitted by the service. ",1,1854,1099-G
"Did you, your spouse, or any dependent enroll in Marketplace Health Care coverage this year? if Yes, please provide the Form 1095-A.",1,1862,Closing Statement
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Was the healthcare coverage purchased through the Marketplace?,3,0,Not Required
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",3,0,Not Required
"Did you acquire any new rental real estate or sell any rental property in 2023? Please upload closing statements and Form 1099-S, please also upload the original purchase closing statement.",3,0,Not Required
Did you or your spouse receive unemployment? ,2,0,Not Required
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",2,0,Not Required
"Did you, your spouse, or a dependent incur any tuition expenses that are required to attend a college, university, or vocational school?  If yes, please provide the amount paid and tax forms received. ",2,0,Not Required
Did you make any estimated tax payments?,2,0,Not Required
Did you incur any medical expenses that may exceed 7.5% of your estimated aggregate adjusted gross income during the year?,3,0,Not Required
"Was it through the Marketplace, employer sponsored, or other?",2,0,Not Required
Did you or your spouse take out a home equity loan this year?,1,1875,Home Purchase Disclosure
Did you own any rental real estate last year?,1,2723,1099-K (Selling Goods or Services Online)
"Were you or your spouse a grantor or transferor for a foreign trust, have any interest in or a signature authority over a bank account, securities account or other financial account in a foreign country?",2,0,Not Required
Please provide total mileage and business use mileage,1,2937,Large Purchase for Sales Tax
Did you refinance your primary residence?,1,1837,529/Coverdell Year End Statement 
Did you receive a distribution from a health savings account (HSA) or a medical savings account ( MSA) ,1,1844,Rental Income & Expenses (Per Property)
"If yes, please provide Form 1099-R",1,1851,Foreign Bank Account
Did you or your spouse incur any expenses due to the adoption of a child?,1,3052,IRS / State Identity Protection PIN
"Did you acquire a new interest in a partnership, S corporation, or trust?",2,0,Not Required
"Did you or your spouse receive income through any of the following methods -- bartering transaction, tips, prize money, gambling winnings, etc.?  If yes, please provide all tax documents pertaining to this income or provide type of income and amount.",1,1832,1099-G (Unemployment Income)
Can you or your spouse be claimed as a dependent by another taxpayer?,1,1851,Foreign Bank Account
Did you make any withdrawals from an education savings or 529 Plan account?,2,0,Not Required
"Did you, your spouse, or your dependents incur an post-secondary education expenses, such as tuition?",2,0,Not Required
"Did you have any educational expenses during the year on behalf of yourself, your spouse, or a dependent?",2,0,Not Required
"Did you, your spouse, or any dependent receive healthcare coverage this year? If yes, please upload all Forms 1095-B and 1095-C received.",1,1860,Home office
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",1,1854,1099-G
"Did you or your spouse have any new broker/bank accounts with interest, dividends, and/or capital gains?",1,1849,Estimated Tax Payments
Did you or your spouse withdraw any amounts from your Individual Retirement Account (IRA) or Roth IRA to acquire a principal residence?,3,0,Not Required
Did you distribute any money from a 529 plan?,2,0,Not Required
"Did you make any FEDERAL Estimated Tax Payments for 2023?  If yes, please provide the amounts(s) and date(s) for each payment in the ""Document Request List."" ",3,0,Not Required
Please provide the name and Social Security Number for that person(s) to claim them as a dependent on your tax return.,1,1854,1099-G
Did you or your spouse pay any student loan interest this year?,1,1268,Other Adjustments
Did you make any purchases or improvements for an energy-efficient vehicle or home?,1,1862,Closing Statement
"Did you or your spouse incur any casualty, damage, or theft losses?",2,0,Not Required
Did you or your spouse have any distributions pertaining to a health savings account (HSA)?,1,1844,Rental Income & Expenses (Per Property)
"Did you, your spouse, or any dependent receive healthcare coverage through the Marketplace (i.e. MNSure) in 2023?",1,1859,Business auto usage
"Did you receive an HSA distribution or acquire an interest in an HSA due to the death of the account beneficiary? If so, please upload form 1099-SA.",3,0,Not Required
"Did you or your spouse make any cash or non-cash charitable contributions to qualified non-profit organizations? If yes, please upload receipts or provide a  listing of amounts, names of the organization, and dates of contributions. For non-cash contributions, receipts are preferred.",2,0,Not Required
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
Did you or your spouse take out a home equity loan or additional cash through a refinance this year?,2,0,Not Required
